ST    WMF    T_eq          M_p       Age       R_b  R_20mbar  R_1mibar       T_b     T_int           s_env          I/MR^2        L_env         L_rad        L_core        L_grav        u_tot
M   0.4000  1500.0   1.77173358   10.0000   1.59602   1.80041   1.99237   2127.59     49.81   1.1651060e+04   2.3359000e-01  1.47198e+14   2.36265e+14   1.48785e+13   1.57534e+12  -5.05814e+32
M   0.4000  1500.0   1.77173358   20.0000   1.59602   1.80041   1.99237   2127.59     49.81   1.1651060e+04   2.3359000e-01  5.15188e+03   2.34301e+14   5.20742e+02   5.51372e+01  -5.05814e+32
M   0.4000  1500.0   1.77173358  2.74e+01   1.54203   1.74642   1.93838   2115.64      0.00   1.1628001e+04   2.3359000e-01  0.00000e+00   3.37353e+09   0.00000e+00   0.00000e+00  -5.05814e+32

M   0.4000  1500.0   2.25767578    0.0010   2.01866   2.48693   2.73546   6563.86    991.16   1.6520000e+04   1.8749000e-01  0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00  -5.62863e+32
M   0.4000  1500.0   2.25767578    0.0015   1.85135   2.14013   2.34315   4326.44    512.83   1.4709797e+04   2.1248000e-01  6.25993e+18   3.65447e+14   6.18635e+17   6.54327e+16  -6.76853e+32
M   0.4000  1500.0   2.25767578    0.0020   1.81859   2.08060   2.27645   3919.08    426.54   1.4279605e+04   2.1737333e-01  2.89295e+18   3.65351e+14   2.85895e+17   3.02389e+16  -6.99169e+32
M   0.4000  1500.0   2.25767578    0.0030   1.78900   2.02810   2.21753   3511.89    345.43   1.3800874e+04   2.2179250e-01  1.20329e+18   3.65155e+14   1.18915e+17   1.25776e+16  -7.19328e+32
M   0.4000  1500.0   2.25767578    0.0050   1.76462   1.98626   2.17040   3178.05    280.57   1.3364165e+04   2.2543778e-01  5.09930e+17   3.64765e+14   5.03937e+16   5.33011e+15  -7.35942e+32
M   0.4000  1500.0   2.25767578    0.0100   1.74039   1.94624   2.12504   2877.04    221.67   1.2930312e+04   2.2905625e-01  1.93380e+17   3.63795e+14   1.91107e+16   2.02133e+15  -7.52447e+32
M   0.4000  1500.0   2.25767578    0.0200   1.72156   1.91660   2.09123   2632.05    175.13   1.2545621e+04   2.3186500e-01  7.35888e+16   3.61855e+14   7.27239e+15   7.69197e+14  -7.65280e+32
M   0.4000  1500.0   2.25767578    0.0300   1.71282   1.90334   2.07603   2511.51    152.79   1.2345027e+04   2.3317383e-01  4.21254e+16   3.59938e+14   4.16303e+15   4.40322e+14  -7.71234e+32
M   0.4000  1500.0   2.25767578    0.0500   1.70343   1.88926   2.05985   2386.98    129.58   1.2129454e+04   2.3457245e-01  2.14500e+16   3.56139e+14   2.11979e+15   2.24209e+14  -7.77632e+32
M   0.4000  1500.0   2.25767578    0.1000   1.69327   1.87450   2.04280   2248.25    100.53   1.1878737e+04   2.3609598e-01  7.56265e+15   3.46844e+14   7.47376e+14   7.90496e+13  -7.84551e+32
M   0.4000  1500.0   2.25767578    0.2000   1.68694   1.86567   2.03255   2163.72     73.95   1.1720225e+04   2.3703505e-01  2.08946e+15   3.29288e+14   2.06490e+14   2.18404e+13  -7.88868e+32
M   0.4000  1500.0   2.25767578    0.5000   1.68457   1.86233   2.02867   2124.51     46.25   1.1645133e+04   2.3739072e-01  2.71857e+14   3.02845e+14   2.68662e+13   2.84162e+12  -7.90482e+32
M   0.4000  1500.0   2.25767578    1.0000   1.68455   1.86231   2.02864   2124.30     45.32   1.1644721e+04   2.3739377e-01  2.64886e+14   3.02704e+14   2.61773e+13   2.76876e+12  -7.90495e+32
M   0.4000  1500.0   2.25767578    2.0000   1.68451   1.86226   2.02858   2123.87     43.46   1.1643897e+04   2.3739989e-01  2.50945e+14   3.02423e+14   2.47995e+13   2.62304e+12  -7.90521e+32
M   0.4000  1500.0   2.25767578    5.0000   1.68439   1.86210   2.02840   2122.59     37.89   1.1641427e+04   2.3741824e-01  2.09121e+14   3.01581e+14   2.06663e+13   2.18586e+12  -7.90600e+32
M   0.4000  1500.0   2.25767578   10.0000   1.68420   1.86184   2.02810   2120.46     28.60   1.1637309e+04   2.3744883e-01  1.39414e+14   3.00176e+14   1.37775e+13   1.45724e+12  -7.90732e+32
M   0.4000  1500.0   2.25767578   20.0000   1.68381   1.86132   2.02749   2116.19     10.01   1.1629073e+04   2.3751000e-01  4.87950e+03   2.97367e+14   4.82211e+02   5.10029e+01  -7.90995e+32
M   0.4000  1500.0   2.25767578  5.52e+03   1.62992   1.80743   1.97360   2116.22      0.00   1.1629125e+04   2.3751000e-01  0.00000e+00   4.29880e+09   0.00000e+00   0.00000e+00  -7.90995e+32

M   0.4000  1500.0   2.87689978    0.0010   2.09330   2.48657   2.69411   6563.86   1032.49   1.6520000e+04   1.9441000e-01  0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00  -9.31719e+32
M   0.4000  1500.0   2.87689978    0.0015   1.93947   2.18970   2.36418   4348.51    537.07   1.4731891e+04   2.1711500e-01  8.27369e+18   4.65681e+14   8.04467e+17   8.84018e+16  -1.07781e+33
M   0.4000  1500.0   2.87689978    0.0020   1.90806   2.13408   2.30202   3927.66    444.88   1.4289132e+04   2.2175000e-01  3.77243e+18   4.65557e+14   3.66801e+17   4.03073e+16  -1.10763e+33
M   0.4000  1500.0   2.87689978    0.0030   1.87976   2.08601   2.24834   3536.97    362.68   1.3831977e+04   2.2592500e-01  1.61625e+18   4.65308e+14   1.57151e+17   1.72691e+16  -1.13451e+33
M   0.4000  1500.0   2.87689978    0.0050   1.85625   2.04822   2.20672   3193.22    293.75   1.3384982e+04   2.2939333e-01  6.78713e+17   4.64811e+14   6.59926e+16   7.25184e+15  -1.15683e+33
M   0.4000  1500.0   2.87689978    0.0100   1.83300   2.01212   2.16678   2885.30    231.58   1.2942762e+04   2.3282130e-01  2.55821e+17   4.63573e+14   2.48740e+16   2.73337e+15  -1.17891e+33
M   0.4000  1500.0   2.87689978    0.0200   1.81483   1.98500   2.13664   2646.12    183.90   1.2568530e+04   2.3550913e-01  9.95919e+16   4.61103e+14   9.68352e+15   1.06411e+15  -1.19617e+33
M   0.4000  1500.0   2.87689978    0.0300   1.80632   1.97286   2.12308   2522.23    159.95   1.2363169e+04   2.3675936e-01  5.63669e+16   4.58657e+14   5.48067e+15   6.02263e+14  -1.20424e+33
M   0.4000  1500.0   2.87689978    0.0500   1.79729   1.96008   2.10880   2395.69    135.36   1.2144810e+04   2.3809613e-01  2.84855e+16   4.53817e+14   2.76970e+15   3.04359e+14  -1.21282e+33
M   0.4000  1500.0   2.87689978    0.1000   1.78734   1.94636   2.09341   2259.54    106.59   1.1899588e+04   2.3956328e-01  1.07085e+16   4.42017e+14   1.04121e+15   1.14417e+14  -1.22227e+33
M   0.4000  1500.0   2.87689978    0.2000   1.78103   1.93794   2.08393   2165.37     77.01   1.1723348e+04   2.4049543e-01  2.76136e+15   4.20042e+14   2.68493e+14   2.95043e+13  -1.22826e+33
M   0.4000  1500.0   2.87689978    0.5000   1.77785   1.93384   2.07929   2126.69     50.26   1.1649327e+04   2.4096020e-01  3.68669e+14   3.66392e+14   3.58465e+13   3.93912e+12  -1.23128e+33
M   0.4000  1500.0   2.87689978    1.0000   1.77758   1.93349   2.07890   2123.18     44.80   1.1642566e+04   2.4100000e-01  1.46005e+14   3.44548e+14   1.41964e+13   1.56002e+12  -1.23154e+33
M   0.4000  1500.0   2.87689978    2.0000   1.77758   1.93349   2.07890   2123.18     44.80   1.1642566e+04   2.4100000e-01  1.38321e+14   3.43621e+14   1.34492e+13   1.47791e+12  -1.23154e+33
M   0.4000  1500.0   2.87689978    5.0000   1.77758   1.93349   2.07890   2123.18     44.80   1.1642566e+04   2.4100000e-01  1.15267e+14   3.40838e+14   1.12077e+13   1.23159e+12  -1.23154e+33
M   0.4000  1500.0   2.87689978   10.0000   1.77758   1.93349   2.07890   2123.18     44.80   1.1642566e+04   2.4100000e-01  7.68448e+13   3.36200e+14   7.47177e+12   8.21063e+11  -1.23154e+33
M   0.4000  1500.0   2.87689978   20.0000   1.77758   1.93349   2.07890   2123.18     44.80   1.1642566e+04   2.4100000e-01  2.69725e+03   3.26925e+14   2.62260e+02   2.88193e+01  -1.23154e+33
M   0.4000  1500.0   2.87689978  3.69e+01   1.72334   1.87925   2.02466   2116.78      0.00   1.1630202e+04   2.4100000e-01  0.00000e+00   5.47785e+09   0.00000e+00   0.00000e+00  -1.23154e+33

M   0.4000  1500.0   3.66596142    0.0010   2.17615   2.51055   2.68590   6563.86   1073.46   1.6520000e+04   2.0104000e-01  0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00  -1.51617e+33
M   0.4000  1500.0   3.66596142    0.0015   2.03358   2.25038   2.40034   4370.70    562.00   1.4754015e+04   2.2161000e-01  1.09149e+19   5.93407e+14   1.05012e+18   1.15946e+17  -1.70493e+33
M   0.4000  1500.0   3.66596142    0.0020   2.00363   2.20052   2.34577   3940.57    464.48   1.4303435e+04   2.2593000e-01  4.94725e+18   5.93248e+14   4.75976e+17   5.25535e+16  -1.74460e+33
M   0.4000  1500.0   3.66596142    0.0030   1.97643   2.15689   2.29786   3565.12    380.90   1.3866616e+04   2.2985000e-01  2.17555e+18   5.92928e+14   2.09310e+17   2.31104e+16  -1.78061e+33
M   0.4000  1500.0   3.66596142    0.0050   1.95364   2.12125   2.25869   3212.87    308.16   1.3411792e+04   2.3314333e-01  9.11277e+17   5.92298e+14   8.76743e+16   9.68029e+15  -1.81079e+33
M   0.4000  1500.0   3.66596142    0.0100   1.93107   2.08716   2.22106   2897.67    242.65   1.2961356e+04   2.3639783e-01  3.42501e+17   5.90720e+14   3.29522e+16   3.63831e+15  -1.84067e+33
M   0.4000  1500.0   3.66596142    0.0200   1.91332   2.06118   2.19228   2663.70    193.98   1.2597009e+04   2.3895837e-01  1.37162e+17   5.87569e+14   1.31964e+16   1.45704e+15  -1.86416e+33
M   0.4000  1500.0   3.66596142    0.0300   1.90494   2.04950   2.17929   2534.45    167.89   1.2383801e+04   2.4016269e-01  7.62003e+16   5.84453e+14   7.33125e+15   8.09458e+14  -1.87526e+33
M   0.4000  1500.0   3.66596142    0.0500   1.89615   2.03743   2.16587   2404.64    141.57   1.2160559e+04   2.4143545e-01  3.79952e+16   5.78283e+14   3.65553e+15   4.03614e+14  -1.88689e+33
M   0.4000  1500.0   3.66596142    0.1000   1.88655   2.02467   2.15190   2260.42    110.58   1.1901198e+04   2.4281844e-01  1.38083e+16   5.63117e+14   1.32850e+15   1.46683e+14  -1.89961e+33
M   0.4000  1500.0   3.66596142    0.2000   1.88051   2.01700   2.14346   2167.61     80.65   1.1727602e+04   2.4369277e-01  3.69484e+15   5.34695e+14   3.55481e+14   3.92494e+13  -1.90760e+33
M   0.4000  1500.0   3.66596142    0.5000   1.87751   2.01328   2.13938   2128.27     53.49   1.1652365e+04   2.4411993e-01  5.72985e+14   4.70862e+14   5.51271e+13   6.08669e+12  -1.91157e+33
M   0.4000  1500.0   3.66596142    1.0000   1.87720   2.01288   2.13893   2121.49     41.59   1.1639308e+04   2.4417000e-01  1.16634e+14   4.19928e+14   1.12214e+13   1.23897e+12  -1.91199e+33
M   0.4000  1500.0   3.66596142    2.0000   1.87720   2.01288   2.13893   2121.27     39.93   1.1638879e+04   2.4417000e-01  1.10495e+14   4.18493e+14   1.06308e+13   1.17376e+12  -1.91199e+33
M   0.4000  1500.0   3.66596142    5.0000   1.87720   2.01287   2.13892   2120.60     34.94   1.1637592e+04   2.4417000e-01  9.20792e+13   4.14187e+14   8.85897e+12   9.78136e+11  -1.91199e+33
M   0.4000  1500.0   3.66596142   10.0000   1.87720   2.01286   2.13892   2119.49     26.63   1.1635446e+04   2.4417000e-01  6.13861e+13   4.07012e+14   5.90598e+12   6.52091e+11  -1.91199e+33
M   0.4000  1500.0   3.66596142   20.0000   1.87720   2.01284   2.13890   2117.27     10.01   1.1631154e+04   2.4417000e-01  2.15466e+03   3.92661e+14   2.07299e+02   2.28884e+01  -1.91199e+33
M   0.4000  1500.0   3.66596142  8.45e+03   1.82212   1.95776   2.08382   2117.31      0.00   1.1631231e+04   2.4417000e-01  0.00000e+00   6.98029e+09   0.00000e+00   0.00000e+00  -1.91199e+33

M   0.4000  1500.0   4.67144294    0.0010   2.26712   2.55267   2.70149   6563.86   1114.57   1.6520000e+04   2.0704000e-01  0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00  -2.43488e+33
M   0.4000  1500.0   4.67144294    0.0015   2.13441   2.32132   2.44956   4400.54    589.56   1.4783567e+04   2.2568000e-01  1.45653e+19   7.56164e+14   1.39028e+18   1.60623e+17  -2.68042e+33
M   0.4000  1500.0   4.67144294    0.0020   2.10539   2.27561   2.40040   3953.55    484.77   1.4317753e+04   2.2976000e-01  6.48282e+18   7.55960e+14   6.18797e+17   7.14912e+16  -2.73411e+33
M   0.4000  1500.0   4.67144294    0.0030   2.07951   2.23636   2.35806   3593.58    399.94   1.3901345e+04   2.3339500e-01  2.93101e+18   7.55555e+14   2.79770e+17   3.23226e+16  -2.78201e+33
M   0.4000  1500.0   4.67144294    0.0050   2.05728   2.20345   2.32256   3230.47    322.56   1.3435669e+04   2.3651000e-01  1.21332e+18   7.54748e+14   1.15814e+17   1.33803e+16  -2.82313e+33
M   0.4000  1500.0   4.67144294    0.0100   2.03549   2.17219   2.28874   2908.97    253.70   1.2978281e+04   2.3957565e-01  4.54835e+17   7.52738e+14   4.34148e+16   5.01583e+15  -2.86344e+33
M   0.4000  1500.0   4.67144294    0.0200   2.01836   2.14821   2.26275   2677.14    203.77   1.2618676e+04   2.4198074e-01  1.86089e+17   7.48742e+14   1.77625e+16   2.05215e+15  -2.89513e+33
M   0.4000  1500.0   4.67144294    0.0300   2.01005   2.13711   2.25066   2547.16    176.23   1.2405164e+04   2.4314895e-01  1.03079e+17   7.44749e+14   9.83903e+15   1.13673e+15  -2.91050e+33
M   0.4000  1500.0   4.67144294    0.0500   2.00149   2.12584   2.23838   2414.23    148.03   1.2177383e+04   2.4435034e-01  5.06535e+16   7.36889e+14   4.83496e+15   5.58596e+14  -2.92634e+33
M   0.4000  1500.0   4.67144294    0.1000   1.99213   2.11362   2.22505   2272.43    117.25   1.1923264e+04   2.4566586e-01  1.95513e+16   7.17494e+14   1.86621e+15   2.15608e+14  -2.94367e+33
M   0.4000  1500.0   4.67144294    0.2000   1.98585   2.10579   2.21647   2181.82     89.37   1.1754535e+04   2.4654650e-01  6.32265e+15   6.81477e+14   6.03508e+14   6.97249e+13  -2.95530e+33
M   0.4000  1500.0   4.67144294    0.5000   1.98273   2.10188   2.21219   2125.95     50.73   1.1647910e+04   2.4698668e-01  4.43240e+14   5.90103e+14   4.23081e+13   4.88796e+12  -2.96107e+33
M   0.4000  1500.0   4.67144294    1.0000   1.98264   2.10176   2.21206   2122.69     44.80   1.1641623e+04   2.4700000e-01  1.17546e+14   5.68443e+14   1.12200e+13   1.29627e+12  -2.96122e+33
M   0.4000  1500.0   4.67144294    2.0000   1.98264   2.10176   2.21206   2122.69     44.80   1.1641623e+04   2.4700000e-01  1.11360e+14   5.67109e+14   1.06295e+13   1.22805e+12  -2.96122e+33
M   0.4000  1500.0   4.67144294    5.0000   1.98264   2.10176   2.21206   2122.69     44.80   1.1641623e+04   2.4700000e-01  9.27996e+13   5.63108e+14   8.85788e+12   1.02337e+12  -2.96122e+33
M   0.4000  1500.0   4.67144294   10.0000   1.98264   2.10176   2.21206   2122.69     44.80   1.1641623e+04   2.4700000e-01  6.18664e+13   5.56440e+14   5.90526e+12   6.82250e+11  -2.96122e+33
M   0.4000  1500.0   4.67144294   20.0000   1.98264   2.10176   2.21206   2122.69     44.80   1.1641623e+04   2.4700000e-01  2.17150e+03   5.43103e+14   2.07275e+02   2.39468e+01  -2.96122e+33
M   0.4000  1500.0   4.67144294  4.61e+01   1.92584   2.04496   2.15526   2117.83      0.00   1.1632237e+04   2.4700000e-01  0.00000e+00   8.89481e+09   0.00000e+00   0.00000e+00  -2.96122e+33

M   0.4000  1500.0   5.95270288    0.0010   2.36648   2.60967   2.73576   6563.86   1156.22   1.6520000e+04   2.1259000e-01  0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00  -3.87556e+33
M   0.4000  1500.0   5.95270288    0.0015   2.24212   2.40535   2.51651   4415.55    614.82   1.4798365e+04   2.2948000e-01  1.90088e+19   9.63561e+14   1.80129e+18   2.37371e+17  -4.19701e+33
M   0.4000  1500.0   5.95270288    0.0020   2.21411   2.36257   2.47056   3973.13    507.07   1.4339258e+04   2.3328000e-01  8.57561e+18   9.63300e+14   8.12633e+17   1.07087e+17  -4.26942e+33
M   0.4000  1500.0   5.95270288    0.0030   2.18917   2.32567   2.43085   3608.49    418.45   1.3919437e+04   2.3666400e-01  3.89098e+18   9.62786e+14   3.68713e+17   4.85883e+16  -4.33389e+33
M   0.4000  1500.0   5.95270288    0.0050   2.16733   2.29420   2.39695   3251.53    338.26   1.3464076e+04   2.3963000e-01  1.62733e+18   9.61758e+14   1.54207e+17   2.03211e+16  -4.39034e+33
M   0.4000  1500.0   5.95270288    0.0100   2.14617   2.26481   2.36541   2919.58    265.04   1.2994123e+04   2.4250636e-01  6.01747e+17   9.59194e+14   5.70222e+16   7.51427e+15  -4.44504e+33
M   0.4000  1500.0   5.95270288    0.0200   2.12969   2.24272   2.34186   2683.03    212.55   1.2628146e+04   2.4474075e-01  2.45089e+17   9.54104e+14   2.32249e+16   3.06053e+15  -4.48764e+33
M   0.4000  1500.0   5.95270288    0.0300   2.12151   2.23213   2.33055   2561.43    185.56   1.2429030e+04   2.4585368e-01  1.41102e+17   9.49018e+14   1.33709e+16   1.76199e+15  -4.50879e+33
M   0.4000  1500.0   5.95270288    0.0500   2.11294   2.22138   2.31904   2428.33    155.98   1.2202005e+04   2.4701920e-01  6.96042e+16   9.39000e+14   6.59577e+15   8.69177e+14  -4.53093e+33
M   0.4000  1500.0   5.95270288    0.1000   2.10354   2.20967   2.30649   2288.52    124.72   1.1952697e+04   2.4829718e-01  2.78300e+16   9.14495e+14   2.63720e+15   3.47525e+14  -4.55524e+33
M   0.4000  1500.0   5.95270288    0.2000   2.09693   2.20161   2.29785   2183.14     92.68   1.1757031e+04   2.4918751e-01  8.15842e+15   8.67915e+14   7.73100e+14   1.01878e+14  -4.57232e+33
M   0.4000  1500.0   5.95270288    0.5000   2.09398   2.19803   2.29401   2126.84     53.50   1.1649618e+04   2.4959377e-01  6.10379e+14   7.52275e+14   5.78402e+13   7.62206e+12  -4.57995e+33
M   0.4000  1500.0   5.95270288    1.0000   2.09389   2.19792   2.29388   2123.62     47.74   1.1643416e+04   2.4961000e-01  1.64330e+14   7.16919e+14   1.55721e+13   2.05206e+12  -4.58019e+33
M   0.4000  1500.0   5.95270288    2.0000   2.09389   2.19792   2.29388   2123.62     47.74   1.1643416e+04   2.4961000e-01  1.55681e+14   7.15411e+14   1.47525e+13   1.94406e+12  -4.58019e+33
M   0.4000  1500.0   5.95270288    5.0000   2.09389   2.19792   2.29388   2123.62     47.74   1.1643416e+04   2.4961000e-01  1.29734e+14   7.10890e+14   1.22938e+13   1.62005e+12  -4.58019e+33
M   0.4000  1500.0   5.95270288   10.0000   2.09389   2.19792   2.29388   2123.62     47.74   1.1643416e+04   2.4961000e-01  8.64896e+13   7.03354e+14   8.19584e+12   1.08003e+12  -4.58019e+33
M   0.4000  1500.0   5.95270288   20.0000   2.09389   2.19792   2.29388   2123.62     47.74   1.1643416e+04   2.4961000e-01  3.03575e+03   6.88282e+14   2.87674e+02   3.79089e+01  -4.58019e+33
M   0.4000  1500.0   5.95270288  4.54e+01   2.03540   2.13943   2.23539   2118.31      0.00   1.1633166e+04   2.4961000e-01  0.00000e+00   1.13344e+10   0.00000e+00   0.00000e+00  -4.58019e+33

M   0.4000  1500.0   7.58538038    0.0010   2.47196   2.67998   2.78725   6563.86   1198.66   1.6520000e+04   2.1783000e-01  0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00  -6.12964e+33
M   0.4000  1500.0   7.58538038    0.0015   2.35563   2.49685   2.59259   4415.55    637.73   1.4798365e+04   2.3303000e-01  2.42801e+19   1.22784e+15   2.28954e+18   3.22401e+17  -6.55128e+33
M   0.4000  1500.0   7.58538038    0.0020   2.32936   2.45880   2.55226   3992.82    530.06   1.4360792e+04   2.3647000e-01  1.13284e+19   1.22751e+15   1.06823e+18   1.50422e+17  -6.64649e+33
M   0.4000  1500.0   7.58538038    0.0030   2.30541   2.42492   2.51634   3622.33    437.20   1.3936157e+04   2.3960000e-01  5.13989e+18   1.22686e+15   4.84676e+17   6.82494e+16  -6.73327e+33
M   0.4000  1500.0   7.58538038    0.0050   2.28404   2.39550   2.48512   3278.67    355.72   1.3500422e+04   2.4239000e-01  2.20927e+18   1.22554e+15   2.08328e+17   2.93356e+16  -6.81076e+33
M   0.4000  1500.0   7.58538038    0.0100   2.26314   2.36752   2.45541   2939.49    278.71   1.3023705e+04   2.4511773e-01  8.17920e+17   1.22228e+15   7.71273e+16   1.08606e+16  -6.88647e+33
M   0.4000  1500.0   7.58538038    0.0200   2.24683   2.34614   2.43266   2697.52    223.49   1.2651368e+04   2.4724712e-01  3.33297e+17   1.21579e+15   3.14289e+16   4.42564e+15  -6.94559e+33
M   0.4000  1500.0   7.58538038    0.0300   2.23865   2.33558   2.42142   2579.66    196.45   1.2459393e+04   2.4831779e-01  1.97367e+17   1.20929e+15   1.86111e+16   2.62071e+15  -6.97524e+33
M   0.4000  1500.0   7.58538038    0.0500   2.23019   2.32509   2.41021   2435.85    162.86   1.2215097e+04   2.4942490e-01  9.22001e+16   1.19652e+15   8.69419e+15   1.22427e+15  -7.00591e+33
M   0.4000  1500.0   7.58538038    0.1000   2.22130   2.31416   2.39854   2291.73    129.03   1.1958547e+04   2.5058783e-01  3.55380e+16   1.16531e+15   3.35113e+15   4.71887e+14  -7.03812e+33
